,Company,TypeName,Ram,Weight,Price_euros,TouchScreen,IPS,PPI,Cpu_brand,HDD,SSD,Gpu brand,os
490,Lenovo,Notebook,8,2.3,1011.99,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
491,Toshiba,Ultrabook,32,1.05,2799.0,1,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows
492,Asus,Gaming,8,1.99,1350.0,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
493,Acer,Notebook,8,2.2,579.0,0,0,100.45466986113651,AMD Processor,1000,0,AMD,Windows
494,Asus,Gaming,24,4.33,1269.0,1,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
495,Lenovo,Ultrabook,8,1.3,1099.0,0,1,125.36742798669837,Intel Core i5,0,180,Intel,Windows
496,Lenovo,Notebook,8,2.17,898.9,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
497,HP,Notebook,8,1.48,1749.0,0,0,157.3505121487356,Intel Core i7,0,1000,Intel,Windows
498,Lenovo,Notebook,8,1.4,949.0,0,1,165.6321180513006,Intel Core i3,0,256,Intel,Windows
499,Lenovo,Notebook,8,2.3,911.0,0,1,141.21199808219862,Intel Core i5,0,256,Intel,Windows
500,Asus,Netbook,4,1.2,340.0,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
501,HP,Notebook,8,1.91,618.99,0,0,100.45466986113651,Intel Core i5,0,256,AMD,Windows
502,Lenovo,2 in 1 Convertible,8,1.4,1599.0,1,1,158.48253022174808,Intel Core i5,0,256,Intel,Windows
503,Lenovo,Notebook,4,2.1,299.0,0,0,111.93520355955211,Other Intel Processor,500,0,Intel,Windows
504,Lenovo,Netbook,4,1.25,265.0,0,0,135.0942111925629,Other Intel Processor,0,16,Intel,Others/No OS/Linux
505,Lenovo,Notebook,8,1.44,949.0,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
506,Asus,Notebook,8,2.0,1224.0,0,0,141.21199808219862,Intel Core i7,1000,256,Intel,Windows
507,Acer,Notebook,4,2.2,613.0,0,1,141.21199808219862,Intel Core i5,1000,0,Nvidia,Windows
508,HP,Ultrabook,8,1.34,1323.0,0,1,165.6321180513006,Intel Core i7,0,512,Intel,Windows
509,Lenovo,Gaming,8,2.4,1149.0,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,Others/No OS/Linux
510,Dell,Ultrabook,8,1.29,899.0,1,1,165.6321180513006,Intel Core i5,0,128,Intel,Windows
511,Acer,Notebook,4,2.2,639.0,0,0,141.21199808219862,Intel Core i7,500,0,Nvidia,Windows
512,Dell,Notebook,8,2.18,836.0,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
513,Dell,Notebook,16,2.2,1219.24,0,0,141.21199808219862,Intel Core i7,2000,256,AMD,Windows
514,Xiaomi,Notebook,16,1.95,1399.95,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Others/No OS/Linux
515,Asus,Netbook,2,1.1,245.0,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
516,HP,Notebook,4,2.04,521.47,1,0,100.45466986113651,Intel Core i5,1000,0,Intel,Windows
517,Asus,Gaming,24,2.24,2968.0,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
518,HP,Notebook,8,2.04,889.0,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
519,Asus,Gaming,16,3.0,1504.0,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
520,Lenovo,Gaming,8,3.2,1399.0,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows
521,HP,Ultrabook,8,1.32,1399.0,0,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows
522,Dell,Notebook,8,1.64,1279.73,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
523,HP,Notebook,4,1.63,689.0,0,0,100.45466986113651,Intel Core i3,0,128,Intel,Windows
524,Dell,Notebook,8,2.8,889.0,0,1,127.33567457123111,Intel Core i5,1000,128,AMD,Others/No OS/Linux
525,Lenovo,Notebook,8,2.02,1340.0,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
526,Lenovo,Notebook,4,2.2,799.0,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows
527,Lenovo,Notebook,8,2.2,459.0,0,0,100.45466986113651,Intel Core i3,2000,0,Nvidia,Others/No OS/Linux
528,Dell,Notebook,4,2.3,585.0,0,0,141.21199808219862,Intel Core i5,500,0,AMD,Windows
529,Dell,Notebook,8,1.9,1377.0,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
530,Dell,Gaming,16,4.42,3012.77,0,1,127.33567457123111,Intel Core i7,1000,128,Nvidia,Windows
531,Toshiba,Notebook,8,2.0,860.0,0,1,141.21199808219862,Intel Core i5,500,0,Intel,Windows
532,Asus,Notebook,8,2.0,1299.0,0,1,282.42399616439724,Intel Core i7,1000,256,Nvidia,Windows
533,Mediacom,Notebook,4,1.2,369.0,0,1,165.6321180513006,Other Intel Processor,0,32,Intel,Windows
534,Asus,Gaming,8,2.3,1649.0,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows
535,Dell,Notebook,8,1.93,1369.0,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
536,Dell,Notebook,8,2.2,797.41,0,0,141.21199808219862,Intel Core i5,0,256,AMD,Windows
537,HP,Notebook,4,1.86,398.99,0,0,141.21199808219862,Other Intel Processor,0,256,Intel,Windows
538,HP,Gaming,12,2.62,1799.0,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
539,Lenovo,Notebook,8,1.87,859.0,0,1,157.3505121487356,Intel Core i7,0,256,Nvidia,Windows
540,Dell,Ultrabook,8,1.2,1399.0,1,0,276.053530085501,Intel Core i7,0,256,Intel,Windows
541,Dell,Notebook,4,1.6,735.87,0,0,157.3505121487356,Intel Core i3,0,128,Intel,Windows
542,HP,Ultrabook,8,1.34,1145.0,0,1,276.053530085501,Intel Core i7,0,256,Intel,Windows
543,Acer,Gaming,8,2.4,798.0,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Others/No OS/Linux
544,Asus,Notebook,4,2.0,349.0,0,0,100.45466986113651,AMD Processor,500,0,AMD,Windows
545,HP,Notebook,4,2.1,705.5,0,0,141.21199808219862,Intel Core i3,0,128,Intel,Windows
546,Lenovo,Notebook,4,1.87,785.0,0,0,157.3505121487356,Intel Core i5,500,0,Intel,Windows
547,Lenovo,Notebook,4,2.15,462.35,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Others/No OS/Linux
548,HP,Notebook,4,1.86,397.0,0,0,141.21199808219862,Intel Core i3,500,0,Intel,Windows
549,Lenovo,Notebook,8,1.99,1729.0,0,1,141.21199808219862,Intel Core i7,0,512,Intel,Windows
550,Lenovo,Notebook,4,2.2,499.0,0,0,141.21199808219862,Intel Core i3,0,128,Intel,Windows
551,Dell,Notebook,8,1.9,1116.99,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
552,Dell,Gaming,16,4.42,2699.0,0,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
553,HP,Notebook,8,2.65,544.15,0,0,106.11306214269258,Intel Core i3,1000,0,Intel,Windows
554,HP,Notebook,8,2.63,1280.0,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,Windows
555,Asus,Notebook,4,2.0,224.0,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Others/No OS/Linux
556,Mediacom,Notebook,4,1.35,255.0,0,1,165.6321180513006,Other Intel Processor,0,0,Intel,Windows
557,Lenovo,Notebook,6,2.8,949.0,0,0,106.11306214269258,Intel Core i7,1000,128,Nvidia,Windows
558,HP,Notebook,6,1.91,568.9,0,1,141.21199808219862,AMD Processor,0,128,AMD,Windows
559,Dell,Notebook,4,2.18,617.9,0,0,100.45466986113651,Intel Core i3,1000,0,AMD,Windows
560,Acer,2 in 1 Convertible,4,1.25,349.0,1,1,189.90579052433606,Other Intel Processor,0,0,Intel,Windows
561,Lenovo,Notebook,4,2.05,630.0,0,0,141.21199808219862,Intel Core i3,0,128,Intel,Windows
562,HP,Ultrabook,16,1.16,1965.0,1,1,276.053530085501,Other Intel Processor,0,512,Intel,Windows
563,Lenovo,Notebook,8,3.4,2999.0,0,1,127.33567457123111,Intel Core i7,0,256,Nvidia,Windows
564,Asus,Notebook,8,2.5,839.0,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows
565,Dell,Ultrabook,8,1.21,1599.0,1,1,331.2642361026012,Intel Core i5,0,128,Intel,Windows
566,Dell,Notebook,4,1.93,959.0,0,0,100.45466986113651,Intel Core i5,500,0,Intel,Windows
567,Fujitsu,Notebook,8,2.2,739.0,0,0,100.45466986113651,Intel Core i5,1000,0,Intel,Windows
568,Lenovo,Notebook,4,2.2,344.0,0,0,141.21199808219862,Other Intel Processor,500,0,Intel,Windows
569,Lenovo,Notebook,4,2.02,990.0,0,0,111.93520355955211,Intel Core i5,500,0,Intel,Windows
570,HP,Workstation,8,3.14,1860.99,0,0,106.11306214269258,Intel Core i5,500,0,Nvidia,Windows
571,HP,Notebook,8,1.94,389.0,0,0,111.93520355955211,Other Intel Processor,2000,0,Intel,Windows
572,HP,Notebook,6,1.95,649.0,0,1,141.21199808219862,AMD Processor,0,256,AMD,Windows
573,Lenovo,Notebook,8,2.3,830.0,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
574,Lenovo,Notebook,4,2.05,685.0,0,0,141.21199808219862,Intel Core i5,500,0,Intel,Windows
575,Mediacom,Notebook,4,1.4,249.0,0,0,157.3505121487356,Other Intel Processor,0,32,Intel,Windows
576,Toshiba,Ultrabook,16,1.24,1865.0,1,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows
577,Lenovo,Gaming,32,4.6,2663.0,0,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
578,MSI,Gaming,16,4.14,2729.0,0,0,127.33567457123111,Intel Core i7,1000,512,Nvidia,Windows
579,Dell,Notebook,8,2.2,749.01,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Others/No OS/Linux
580,Mediacom,Notebook,4,1.45,389.0,0,1,157.3505121487356,Other Intel Processor,0,32,Intel,Windows
581,Dell,Notebook,8,1.9,1008.52,0,0,100.45466986113651,Intel Core i5,500,0,Intel,Windows
582,HP,Notebook,4,1.49,719.0,0,0,165.6321180513006,Intel Core i3,0,128,Intel,Windows
583,Dell,Notebook,16,1.93,1537.39,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
584,Dell,Netbook,4,1.26,295.0,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Others/No OS/Linux
585,MSI,Gaming,16,4.5,2349.0,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,Windows
586,HP,Gaming,16,3.78,1498.0,0,1,127.33567457123111,Intel Core i7,1000,256,Nvidia,Windows
587,Lenovo,Ultrabook,12,1.4,1673.0,0,1,157.3505121487356,Intel Core i7,0,256,Intel,Windows
588,Lenovo,Notebook,12,2.2,609.0,1,0,100.45466986113651,Intel Core i7,1000,0,Intel,Windows
589,Asus,Gaming,8,2.73,1770.0,0,1,127.33567457123111,Intel Core i5,1000,128,Nvidia,Windows
590,Asus,2 in 1 Convertible,8,2.2,739.0,1,0,100.45466986113651,Intel Core i5,1000,0,Intel,Windows
591,Lenovo,Notebook,12,2.2,949.0,0,0,141.21199808219862,AMD Processor,0,512,AMD,Windows
592,Dell,2 in 1 Convertible,4,1.39,603.0,1,0,135.0942111925629,Other Intel Processor,0,128,Intel,Windows
593,Samsung,Notebook,16,2.5,1699.0,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
594,Lenovo,Notebook,4,2.8,529.0,0,0,127.33567457123111,Intel Core i3,500,0,Intel,Others/No OS/Linux
595,Lenovo,Notebook,8,2.29,459.0,0,0,100.45466986113651,Intel Core i3,1000,0,Intel,Windows
596,Lenovo,2 in 1 Convertible,8,1.37,2025.0,1,1,165.6321180513006,Intel Core i7,0,512,Intel,Windows
597,Lenovo,Notebook,8,1.7,1474.0,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows
598,Dell,2 in 1 Convertible,8,1.34,1670.0,1,0,176.23257360658386,Intel Core i5,0,256,Intel,Windows
599,Dell,Workstation,8,2.06,1763.0,1,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
600,HP,Notebook,8,1.84,1219.0,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
601,HP,Notebook,4,2.1,668.48,0,0,100.45466986113651,Intel Core i3,500,0,Intel,Windows
602,Acer,Notebook,4,1.6,329.0,0,0,157.3505121487356,Other Intel Processor,0,0,Intel,Windows
603,MSI,Gaming,16,4.14,2199.0,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,Windows
604,Dell,Notebook,4,2.18,465.0,0,0,100.45466986113651,Intel Core i3,1000,0,AMD,Others/No OS/Linux
605,MSI,Gaming,16,1.8,2299.0,0,0,282.42399616439724,Intel Core i7,2000,256,Nvidia,Windows
606,Toshiba,Notebook,8,2.2,1399.0,0,1,141.21199808219862,Intel Core i7,0,256,Intel,Windows
607,Lenovo,Notebook,6,2.4,564.0,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
608,Lenovo,2 in 1 Convertible,8,2.0,1299.0,1,1,141.21199808219862,Intel Core i7,0,256,Intel,Windows
609,Acer,Notebook,4,1.6,349.0,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
610,Lenovo,Notebook,32,2.5,4899.0,0,1,282.42399616439724,Other Intel Processor,0,1000,Nvidia,Windows
611,Dell,Gaming,16,2.59,879.01,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows
612,Dell,Notebook,4,2.18,443.9,0,0,100.45466986113651,Intel Core i3,1000,0,Intel,Others/No OS/Linux
613,Dell,Notebook,4,2.25,359.0,0,0,100.45466986113651,Intel Core i3,1000,0,Intel,Others/No OS/Linux
614,Dell,Notebook,4,1.93,869.0,0,0,100.45466986113651,Intel Core i5,500,0,Intel,Others/No OS/Linux
615,Asus,Gaming,8,3.0,1168.0,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,Windows
616,Dell,Notebook,4,2.18,569.0,0,0,141.21199808219862,Intel Core i5,0,128,AMD,Others/No OS/Linux
617,HP,Ultrabook,8,1.84,1389.0,0,0,141.21199808219862,Intel Core i7,0,512,Intel,Windows
618,MSI,Gaming,16,2.94,2267.86,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows
619,Acer,2 in 1 Convertible,4,1.25,379.0,1,1,135.0942111925629,Other Intel Processor,0,0,Intel,Others/No OS/Linux
620,HP,Notebook,8,2.31,1124.0,0,0,111.93520355955211,Intel Core i5,0,256,Intel,Windows
621,Lenovo,Notebook,8,1.65,1465.0,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
622,Dell,Notebook,4,2.2,776.0,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,Windows
623,Fujitsu,Notebook,8,2.2,799.0,0,0,100.45466986113651,Intel Core i5,0,256,Intel,Windows
624,HP,Notebook,4,1.88,932.0,0,0,100.45466986113651,Intel Core i5,500,0,Intel,Windows
625,Lenovo,Notebook,8,2.2,899.0,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows
626,Mediacom,Notebook,2,1.4,239.0,0,0,157.3505121487356,Other Intel Processor,0,0,Intel,Windows
627,Lenovo,Notebook,4,2.2,468.0,0,0,141.21199808219862,Intel Core i5,0,128,Intel,Others/No OS/Linux
628,Asus,2 in 1 Convertible,6,1.5,639.01,1,0,165.6321180513006,Intel Core i5,1000,0,Intel,Windows
629,Dell,Notebook,8,2.0,1820.0,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
630,Asus,Ultrabook,16,1.1,1900.0,0,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows
631,Dell,Gaming,16,2.62,1479.0,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows
632,Lenovo,Notebook,4,1.8,829.0,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
633,Lenovo,Notebook,4,2.2,579.0,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia,Windows
634,Asus,Notebook,8,2.0,399.0,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Windows
635,Asus,Notebook,8,1.99,906.62,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Windows
636,Dell,Ultrabook,8,1.23,1869.0,1,0,276.053530085501,Intel Core i5,0,256,Intel,Windows
637,Lenovo,Notebook,2,1.42,249.0,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
638,Lenovo,2 in 1 Convertible,8,1.37,1757.42,1,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows
639,Dell,Notebook,16,2.06,2399.0,1,0,282.42399616439724,Intel Core i7,0,1000,Nvidia,Windows
640,Lenovo,Gaming,8,2.5,1109.0,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
641,HP,Notebook,8,2.6,520.9,0,0,107.98564559226952,AMD Processor,1000,0,AMD,Windows
642,Lenovo,Ultrabook,16,1.14,2450.0,0,1,157.3505121487356,Intel Core i7,0,512,Intel,Windows
643,Asus,Gaming,8,2.5,1169.0,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux
644,Acer,Notebook,4,2.4,450.0,0,0,100.45466986113651,Intel Core i3,500,0,Intel,Windows
645,Lenovo,Notebook,4,1.43,274.0,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
646,Acer,Ultrabook,8,1.8,919.0,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows
647,Razer,Gaming,16,1.95,2599.0,0,0,157.3505121487356,Intel Core i7,0,256,Nvidia,Windows
648,Toshiba,Notebook,8,1.2,1213.0,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
649,Lenovo,Ultrabook,8,1.36,1584.0,0,1,176.23257360658386,Intel Core i7,0,256,Intel,Windows
650,Asus,Gaming,32,3.8,2799.0,0,1,127.33567457123111,Intel Core i7,0,512,Nvidia,Windows
651,Acer,Gaming,8,2.4,709.0,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Others/No OS/Linux
652,Dell,Ultrabook,8,1.2,1449.9,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
653,MSI,Gaming,8,2.2,1191.8,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
654,HP,Notebook,4,1.86,364.9,0,0,100.45466986113651,Intel Core i3,500,0,Intel,Others/No OS/Linux
655,Toshiba,Notebook,8,2.0,1064.0,0,1,141.21199808219862,Intel Core i5,500,0,Intel,Windows
656,Dell,Notebook,8,2.2,919.0,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Windows
657,Dell,Notebook,16,2.2,1135.0,0,0,141.21199808219862,Intel Core i7,2000,256,AMD,Windows
658,Lenovo,Gaming,8,3.31,1196.0,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
659,Dell,Gaming,32,4.42,3147.37,0,1,254.67134914246222,Intel Core i7,1000,512,Nvidia,Windows
660,Dell,Notebook,8,1.56,1229.0,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
661,Lenovo,Notebook,4,2.2,419.0,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Windows
662,Lenovo,Notebook,4,2.2,535.0,0,0,141.21199808219862,Intel Core i5,500,0,Intel,Windows
663,HP,Notebook,6,2.04,539.0,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,Windows
664,MSI,Gaming,8,2.7,1486.77,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,Windows
665,Toshiba,Notebook,4,2.1,498.0,0,0,100.45466986113651,Intel Core i3,0,128,Intel,Windows
666,Dell,Notebook,8,2.06,955.0,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
667,HP,Notebook,8,2.1,745.0,0,0,141.21199808219862,Intel Core i7,1000,0,AMD,Windows
668,Toshiba,Notebook,8,2.0,1258.0,0,1,141.21199808219862,Intel Core i5,0,256,Intel,Windows
669,Acer,Notebook,4,2.1,412.0,0,0,100.45466986113651,Intel Core i3,0,128,Intel,Others/No OS/Linux
670,Microsoft,Ultrabook,8,1.252,1867.85,1,0,200.84255993695703,Intel Core i7,0,256,Intel,Windows
671,Lenovo,Notebook,8,1.9,817.95,0,0,141.21199808219862,Intel Core i5,1000,128,AMD,Windows
672,Lenovo,2 in 1 Convertible,8,1.3,1034.0,1,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
673,Lenovo,Notebook,4,2.2,349.0,0,0,100.45466986113651,AMD Processor,0,128,AMD,Windows
674,HP,2 in 1 Convertible,4,1.63,699.0,1,1,157.3505121487356,Intel Core i3,0,128,Nvidia,Windows
675,MSI,Gaming,16,2.4,1294.0,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows
676,Asus,Ultrabook,8,1.1,1135.0,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
677,HP,2 in 1 Convertible,8,1.4,495.0,1,0,135.0942111925629,Other Intel Processor,0,0,Intel,Others/No OS/Linux
678,LG,Ultrabook,8,1.09,2299.0,0,1,141.21199808219862,Intel Core i7,0,512,Intel,Windows
679,Acer,Gaming,16,2.5,1299.0,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
680,MSI,Gaming,8,2.2,997.9,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
681,Asus,Notebook,4,1.86,419.0,0,0,100.45466986113651,Other Intel Processor,0,128,Intel,Windows
682,Dell,Gaming,16,3.21,2051.0,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows
683,HP,Notebook,4,2.5,699.0,0,1,127.33567457123111,Intel Core i3,0,256,AMD,Windows
684,Lenovo,2 in 1 Convertible,8,1.19,1499.0,1,1,165.6321180513006,Intel Core i7,0,512,Intel,Windows
685,Dell,Gaming,16,3.49,2813.75,0,0,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows
686,HP,Notebook,4,1.86,612.61,0,0,100.45466986113651,Intel Core i5,500,0,AMD,Windows
687,Dell,Notebook,4,2.2,545.67,0,0,100.45466986113651,Intel Core i3,1000,0,AMD,Windows
688,HP,Notebook,6,2.65,569.0,0,1,127.33567457123111,AMD Processor,2000,0,AMD,Windows
689,Lenovo,Notebook,4,2.1,318.0,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Windows
690,Acer,Notebook,4,1.45,375.0,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Others/No OS/Linux
691,Lenovo,Notebook,4,1.7,699.0,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
692,HP,Workstation,8,3.14,1907.99,0,0,127.33567457123111,Intel Core i7,500,0,Nvidia,Windows
693,Lenovo,2 in 1 Convertible,8,1.42,2590.0,1,0,209.8006828649808,Intel Core i7,0,256,Intel,Windows
694,Toshiba,Notebook,8,1.5,973.0,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
695,Acer,Netbook,4,1.4,269.0,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
696,Lenovo,2 in 1 Convertible,16,1.38,1749.0,1,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows
697,Asus,2 in 1 Convertible,4,1.2,669.0,1,0,176.23257360658386,Other Intel Processor,0,0,Intel,Others/No OS/Linux
698,Toshiba,Ultrabook,16,1.36,1877.0,1,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows
699,HP,Notebook,4,2.1,689.0,0,1,141.21199808219862,Intel Core i7,500,0,AMD,Windows
700,Dell,Gaming,8,2.56,819.0,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Windows
701,Lenovo,Notebook,4,2.2,399.0,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows
702,Lenovo,Notebook,8,2.2,429.0,0,0,100.45466986113651,AMD Processor,1000,0,AMD,Windows
703,Lenovo,Notebook,4,2.1,621.45,0,0,141.21199808219862,Intel Core i5,2000,0,Intel,Windows
704,Lenovo,Notebook,4,1.9,450.0,0,0,100.45466986113651,Intel Core i3,500,0,Intel,Others/No OS/Linux
705,Dell,Notebook,8,2.18,795.0,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
706,Acer,2 in 1 Convertible,8,1.6,999.0,1,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
707,Lenovo,Workstation,16,2.18,1855.0,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
708,Lenovo,Notebook,8,1.8,1191.0,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
709,HP,Notebook,6,2.71,655.01,0,1,127.33567457123111,AMD Processor,2000,0,AMD,Windows
710,Lenovo,Gaming,8,2.5,1249.0,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
711,Dell,Notebook,8,1.64,1089.0,0,0,157.3505121487356,Intel Core i5,0,256,Nvidia,Others/No OS/Linux
712,Dell,Notebook,8,1.98,726.0,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Others/No OS/Linux
713,Asus,Notebook,4,1.5,298.0,0,0,157.3505121487356,Other Intel Processor,0,0,Intel,Windows
714,Dell,Notebook,16,1.93,1426.66,0,0,141.21199808219862,Intel Core i5,0,512,Intel,Windows
715,Lenovo,Notebook,8,1.87,857.07,0,1,157.3505121487356,Intel Core i5,0,256,Nvidia,Windows
716,Dell,Notebook,8,1.9,1179.0,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
717,Lenovo,Notebook,4,2.19,298.0,0,0,100.45466986113651,AMD Processor,500,0,AMD,Windows
718,Mediacom,Notebook,4,1.4,265.0,0,1,161.72539083525606,Other Intel Processor,32,0,Intel,Windows
719,HP,Notebook,8,2.63,1200.0,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,Windows
720,Lenovo,Ultrabook,8,1.17,1686.64,0,1,209.8006828649808,Intel Core i7,0,512,Intel,Windows
721,HP,2 in 1 Convertible,8,1.58,836.6,1,1,117.82653006268643,Intel Core i5,0,256,Intel,Windows
722,Lenovo,Ultrabook,8,1.32,1499.0,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows
723,Dell,Gaming,32,4.36,3659.4,0,0,254.67134914246222,Intel Core i7,1000,1000,Nvidia,Windows
724,MSI,Gaming,8,2.7,1348.48,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,Windows
725,Lenovo,Notebook,4,1.9,489.9,0,0,100.45466986113651,Intel Core i5,1000,0,Intel,Others/No OS/Linux
726,Dell,Notebook,8,2.2,719.0,0,0,141.21199808219862,Intel Core i5,1000,128,AMD,Windows
727,Dell,2 in 1 Convertible,4,1.71,649.0,1,0,165.6321180513006,Intel Core i3,1000,0,Intel,Windows
728,Dell,Notebook,8,2.32,589.52,0,0,100.45466986113651,Intel Core i5,1000,0,AMD,Others/No OS/Linux
729,HP,Notebook,4,2.1,489.0,0,0,141.21199808219862,AMD Processor,1000,0,AMD,Windows
730,Acer,Gaming,16,4.2,1935.0,0,1,127.33567457123111,Intel Core i7,1000,128,Nvidia,Windows
731,Dell,Notebook,12,2.25,649.0,0,0,100.45466986113651,Intel Core i5,1000,0,Intel,Windows
732,HP,Notebook,6,2.1,650.0,0,0,141.21199808219862,AMD Processor,1000,128,AMD,Windows
733,Acer,Notebook,4,2.4,559.0,0,0,100.45466986113651,Intel Core i5,500,0,Intel,Windows
734,Lenovo,Notebook,8,1.44,960.0,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
735,Lenovo,Notebook,4,1.85,779.0,0,0,141.21199808219862,Intel Core i7,1000,0,Intel,Windows
